population,deltaAge
jOddY-Dah,14.82
jOddY-Dah,5.56
jOddY-Dah,8.21
jOddY-Dah,8.57
jOddY-Dah,6.62
jOddY-Dah,4.10
jOddY-Dah,6.48
jOddY-Dah,5.78
jOddY-Dah,3.34
jOddY-Dah,1.80
jOddY-Dah,7.78
jOddY-Dah,11.20
jOddY-Dah,10.14
jOddY-Dah,1.94
jOddY-Dah,3.04
jOddY-Dah,7.80
jOddY-Dah,4.90
jOddY-Dah,9.40
jOddY-Dah,2.72
jOddY-Dah,2.68
jOddY-Dah,6.66
jOddY-Dah,1.94
jOddY-Dah,8.37
jOddY-Dah,6.64
jOddY-Dah,5.43
jOddY-Dah,10.03
jOddY-Dah,6.64
jOddY-Dah,7.09
jOddY-Dah,10.09
jOddY-Dah,2.38
jOddY-Dah,7.66
jOddY-Dah,9.66
jOddY-Dah,5.54
jOddY-Dah,6.33
jOddY-Dah,8.02
jOddY-Dah,6.49
jOddY-Dah,11.81
jOddY-Dah,7.98
jOddY-Dah,6.20
jOddY-Dah,4.72
jOddY-Dah,9.33
jOddY-Dah,6.89
jOddY-Dah,7.25
jOddY-Dah,5.76
jOddY-Dah,8.29
jOddY-Dah,4.92
jOddY-Dah,5.29
jOddY-Dah,6.03
jOddY-Dah,3.94
jOddY-Dah,4.91
jOddY-Dah,5.33
jOddY-Dah,6.12
jOddY-Dah,10.53
jOddY-Dah,5.30
jOddY-Dah,5.86
jOddY-Dah,6.42
jOddY-Dah,8.20
jOddY-Dah,6.94
jOddY-Dah,3.74
jOddY-Dah,6.32
jOddY-Dah,7.10
jOddY-Dah,3.16
jOddY-Dah,6.43
jOddY-Dah,2.44
jOddY-Dah,2.70
jOddY-Dah,7.55
jOddY-Dah,5.71
jOddY-Dah,1.80
jOddY-Dah,7.41
jOddY-Dah,7.51
jOddY-Dah,5.46
jOddY-Dah,6.28
jOddY-Dah,1.78
jOddY-Dah,3.49
jOddY-Dah,4.03
jOddY-Dah,6.83
jOddY-Dah,4.94
jOddY-Dah,4.28
jOddY-Dah,8.05
jOddY-Dah,11.17
jOddY-Dah,7.06
jOddY-Dah,5.56
jOddY-Dah,12.60
jOddY-Dah,6.04
jOddY-Dah,8.64
jOddY-Dah,8.08
jOddY-Dah,8.24
jOddY-Dah,6.09
jOddY-Dah,1.46
jOddY-Dah,5.63
jOddY-Dah,8.24
jOddY-Dah,0.83
jOddY-Dah,10.49
jOddY-Dah,3.22
jOddY-Dah,9.08
jOddY-Dah,10.36
jOddY-Dah,2.81
jOddY-Dah,10.50
jOddY-Dah,5.10
jOddY-Dah,1.51
jOddY-Dah,11.34
jOddY-Dah,2.96
jOddY-Dah,6.12
jOddY-Dah,4.12
jOddY-Dah,4.76
jOddY-Dah,2.38
jOddY-Dah,3.78
jOddY-Dah,5.38
jOddY-Dah,7.74
jOddY-Dah,7.20
jOddY-Dah,7.93
jOddY-Dah,6.42
jOddY-Dah,10.96
jOddY-Dah,3.72
jOddY-Dah,6.60
jOddY-Dah,0.99
jOddY-Dah,4.28
jOddY-Dah,7.05
jOddY-Dah,2.00
jOddY-Dah,3.73
jOddY-Dah,6.70
jOddY-Dah,3.89
jOddY-Dah,8.37
jOddY-Dah,9.72
jOddY-Dah,8.67
jOddY-Dah,3.49
jOddY-Dah,8.75
jOddY-Dah,7.37
jOddY-Dah,6.55
jOddY-Dah,8.77
jOddY-Dah,4.58
jOddY-Dah,1.62
jOddY-Dah,5.00
jOddY-Dah,2.59
jOddY-Dah,3.50
jOddY-Dah,2.47
jOddY-Dah,3.51
jOddY-Dah,6.00
jOddY-Dah,7.46
jOddY-Dah,5.24
jOddY-Dah,2.89
jOddY-Dah,9.78
jOddY-Dah,4.96
jOddY-Dah,6.02
jOddY-Dah,3.62
jOddY-Dah,3.73
jOddY-Dah,4.03
jOddY-Dah,3.18
jOddY-Dah,7.61
jOddY-Dah,7.46
jOddY-Dah,9.65
jOddY-Dah,8.84
jOddY-Dah,7.43
jOddY-Dah,9.20
jOddY-Dah,2.04
jOddY-Dah,3.76
jOddY-Dah,6.50
jOddY-Dah,4.95
jOddY-Dah,8.71
jOddY-Dah,3.76
jOddY-Dah,4.18
jOddY-Dah,1.58
jOddY-Dah,4.93
jOddY-Dah,7.77
jOddY-Dah,3.97
jOddY-Dah,2.93
jOddY-Dah,6.67
jOddY-Dah,4.81
jOddY-Dah,5.12
jOddY-Dah,7.93
jOddY-Dah,8.23
jOddY-Dah,2.71
jOddY-Dah,6.66
jOddY-Dah,2.77
jOddY-Dah,5.50
jOddY-Dah,7.53
jOddY-Dah,7.63
jOddY-Dah,4.86
jOddY-Dah,4.76
jOddY-Dah,1.11
jOddY-Dah,4.43
jOddY-Dah,6.76
jOddY-Dah,10.57
jOddY-Dah,1.43
jOddY-Dah,5.07
jOddY-Dah,9.55
jOddY-Dah,3.71
jOddY-Dah,2.67
jOddY-Dah,5.38
jOddY-Dah,2.70
jOddY-Dah,7.37
jOddY-Dah,5.31
jOddY-Dah,6.03
jOddY-Dah,10.12
jOddY-Dah,7.67
jOddY-Dah,7.64
jOddY-Dah,6.32
jOddY-Dah,6.66
jOddY-Dah,9.76
jOddY-Dah,5.72
jOddY-Dah,3.85
jOddY-Dah,7.46
jOddY-Dah,8.89
jOddY-Dah,11.58
jOddY-Dah,5.99
jOddY-Dah,5.96
jOddY-Dah,8.01
jOddY-Dah,4.75
jOddY-Dah,3.78
jOddY-Dah,5.61
jOddY-Dah,2.60
jOddY-Dah,3.39
jOddY-Dah,5.04
jOddY-Dah,2.27
jOddY-Dah,2.18
jOddY-Dah,6.26
jOddY-Dah,8.23
jOddY-Dah,8.66
jOddY-Dah,5.94
jOddY-Dah,8.10
jOddY-Dah,7.00
jOddY-Dah,5.07
jOddY-Dah,6.43
jOddY-Dah,4.30
jOddY-Dah,4.44
jOddY-Dah,2.93
jOddY-Dah,4.58
jOddY-Dah,3.74
jOddY-Dah,3.97
jOddY-Dah,4.79
jOddY-Dah,7.60
jOddY-Dah,6.65
jOddY-Dah,4.96
jOddY-Dah,9.76
jOddY-Dah,8.32
jOddY-Dah,6.65
jOddY-Dah,1.30
jOddY-Dah,2.91
jOddY-Dah,14.97
jOddY-Dah,3.75
jOddY-Dah,4.91
jOddY-Dah,8.04
jOddY-Dah,1.60
jOddY-Dah,10.50
jOddY-Dah,1.56
jOddY-Dah,11.05
jOddY-Dah,8.13
jOddY-Dah,3.74
jOddY-Dah,6.78
jOddY-Dah,10.72
jOddY-Dah,12.03
jOddY-Dah,5.79
jOddY-Dah,8.39
jOddY-Dah,7.64
jOddY-Dah,7.00
jOddY-Dah,5.97
jOddY-Dah,4.81
jOddY-Dah,6.40
jOddY-Dah,2.67
jOddY-Dah,8.70
jOddY-Dah,5.44
jOddY-Dah,11.28
jOddY-Dah,9.69
jOddY-Dah,8.24
jOddY-Dah,10.21
jOddY-Dah,7.70
jOddY-Dah,8.51
jOddY-Dah,11.60
jOddY-Dah,4.34
jOddY-Dah,3.16
jOddY-Dah,5.64
jOddY-Dah,5.43
jOddY-Dah,8.87
jOddY-Dah,7.56
jOddY-Dah,7.03
jOddY-Dah,8.40
jOddY-Dah,4.44
jOddY-Dah,12.55
jOddY-Dah,3.29
jOddY-Dah,8.19
jOddY-Dah,8.12
jOddY-Dah,4.73
jOddY-Dah,6.66
jOddY-Dah,9.87
jOddY-Dah,5.87
jOddY-Dah,6.85
jOddY-Dah,2.57
jOddY-Dah,9.80
jOddY-Dah,3.27
jOddY-Dah,11.74
jOddY-Dah,9.30
jOddY-Dah,7.28
jOddY-Dah,7.18
jOddY-Dah,3.18
jOddY-Dah,5.91
jOddY-Dah,1.90
jOddY-Dah,6.02
jOddY-Dah,8.86
jOddY-Dah,7.99
jOddY-Dah,6.13
jOddY-Dah,6.38
jOddY-Dah,4.23
jOddY-Dah,3.69
jOddY-Dah,6.52
jOddY-Dah,4.28
jOddY-Dah,2.41
jOddY-Dah,6.45
jOddY-Dah,9.28
jOddY-Dah,10.41
jOddY-Dah,5.57
jOddY-Dah,5.90
jOddY-Dah,5.19
jOddY-Dah,10.12
jOddY-Dah,15.02
jOddY-Dah,7.64
jOddY-Dah,9.95
jOddY-Dah,7.40
jOddY-Dah,7.67
jOddY-Dah,9.63
jOddY-Dah,4.65
jOddY-Dah,8.15
jOddY-Dah,6.27
jOddY-Dah,7.77
jOddY-Dah,3.38
jOddY-Dah,9.97
jOddY-Dah,4.24
jOddY-Dah,-0.97
jOddY-Dah,10.73
jOddY-Dah,3.79
jOddY-Dah,7.47
jOddY-Dah,3.97
jOddY-Dah,10.86
jOddY-Dah,7.74
jOddY-Dah,1.54
jOddY-Dah,6.26
jOddY-Dah,7.02
jOddY-Dah,4.72
jOddY-Dah,9.74
jOddY-Dah,2.01
jOddY-Dah,5.81
jOddY-Dah,7.46
jOddY-Dah,4.95
jOddY-Dah,9.12
jOddY-Dah,2.88
jOddY-Dah,4.28
jOddY-Dah,1.47
jOddY-Dah,7.28
jOddY-Dah,7.69
jOddY-Dah,9.25
jOddY-Dah,2.32
jOddY-Dah,10.86
jOddY-Dah,1.01
jOddY-Dah,5.87
jOddY-Dah,3.59
jOddY-Dah,5.40
jOddY-Dah,8.42
jOddY-Dah,4.86
jOddY-Dah,12.04
jOddY-Dah,4.49
jOddY-Dah,4.35
jOddY-Dah,6.60
jOddY-Dah,7.56
jOddY-Dah,3.67
jOddY-Dah,6.44
jOddY-Dah,1.81
jOddY-Dah,5.48
jOddY-Dah,3.38
jOddY-Dah,5.27
jOddY-Dah,5.30
jOddY-Dah,11.01
jOddY-Dah,6.54
jOddY-Dah,11.61
jOddY-Dah,6.38
jOddY-Dah,7.65
jOddY-Dah,9.93
jOddY-Dah,7.52
jOddY-Dah,7.98
jOddY-Dah,8.88
jOddY-Dah,8.45
jOddY-Dah,12.49
jOddY-Dah,3.94
jOddY-Dah,4.38
jOddY-Dah,12.39
jOddY-Dah,9.41
jOddY-Dah,4.74
jOddY-Dah,6.20
jOddY-Dah,8.02
jOddY-Dah,6.29
jOddY-Dah,5.44
jOddY-Dah,11.20
jOddY-Dah,8.54
jOddY-Dah,6.17
jOddY-Dah,7.57
jOddY-Dah,3.54
jOddY-Dah,1.22
jOddY-Dah,7.46
jOddY-Dah,6.12
jOddY-Dah,9.50
jOddY-Dah,1.67
jOddY-Dah,6.22
jOddY-Dah,10.02
jOddY-Dah,9.01
jOddY-Dah,7.54
jOddY-Dah,5.14
jOddY-Dah,7.62
jOddY-Dah,7.18
jOddY-Dah,8.30
jOddY-Dah,9.41
jOddY-Dah,3.09
jOddY-Dah,4.32
jOddY-Dah,5.45
jOddY-Dah,2.61
jOddY-Dah,4.57
jOddY-Dah,4.67
jOddY-Dah,6.57
jOddY-Dah,4.77
jOddY-Dah,9.19
jOddY-Dah,9.69
jOddY-Dah,7.97
jOddY-Dah,7.17
jOddY-Dah,3.83
jOddY-Dah,7.74
jOddY-Dah,6.41
jOddY-Dah,6.20
jOddY-Dah,8.59
jOddY-Dah,7.11
jOddY-Dah,6.40
jOddY-Dah,8.49
jOddY-Dah,2.51
jOddY-Dah,10.24
jOddY-Dah,5.09
jOddY-Dah,6.58
jOddY-Dah,9.54
jOddY-Dah,9.45
jOddY-Dah,8.83
jOddY-Dah,2.15
jOddY-Dah,4.97
jOddY-Dah,8.40
jOddY-Dah,10.18
jOddY-Dah,9.74
jOddY-Dah,7.89
jOddY-Dah,4.34
jOddY-Dah,3.55
jOddY-Dah,3.50
jOddY-Dah,2.96
jOddY-Dah,6.15
jOddY-Dah,4.21
jOddY-Dah,8.30
jOddY-Dah,4.89
jOddY-Dah,3.76
jOddY-Dah,8.90
jOddY-Dah,2.00
jOddY-Dah,12.78
jOddY-Dah,6.98
jOddY-Dah,4.64
jOddY-Dah,4.04
jOddY-Dah,6.87
jOddY-Dah,0.75
jOddY-Dah,10.06
jOddY-Dah,5.46
jOddY-Dah,8.40
jOddY-Dah,2.13
jOddY-Dah,9.43
jOddY-Dah,8.34
jOddY-Dah,7.90
jOddY-Dah,9.56
jOddY-Dah,5.27
jOddY-Dah,2.29
jOddY-Dah,5.05
jOddY-Dah,7.62
jOddY-Dah,6.27
jOddY-Dah,9.89
jOddY-Dah,7.62
jOddY-Dah,4.81
jOddY-Dah,7.09
jOddY-Dah,4.13
jOddY-Dah,4.24
jOddY-Dah,6.79
jOddY-Dah,4.41
jOddY-Dah,7.58
jOddY-Dah,5.80
jOddY-Dah,3.27
jOddY-Dah,6.75
jOddY-Dah,1.72
jOddY-Dah,4.64
jOddY-Dah,10.73
jOddY-Dah,3.41
jOddY-Dah,0.91
jOddY-Dah,5.43
jOddY-Dah,7.31
jOddY-Dah,1.48
jOddY-Dah,5.64
jOddY-Dah,12.40
jOddY-Dah,4.34
jOddY-Dah,3.59
jOddY-Dah,3.71
jOddY-Dah,5.45
jOddY-Dah,7.48
jOddY-Dah,4.09
jOddY-Dah,7.50
jOddY-Dah,2.86
jOddY-Dah,6.24
jOddY-Dah,6.46
jOddY-Dah,6.29
jOddY-Dah,1.13
jOddY-Dah,9.90
jOddY-Dah,5.87
jOddY-Dah,9.79
jOddY-Dah,9.95
jOddY-Dah,11.28
jOddY-Dah,1.02
jOddY-Dah,2.71
jOddY-Dah,2.60
jOddY-Dah,8.28
jOddY-Dah,10.54
jOddY-Dah,10.92
jOddY-Dah,9.90
jOddY-Dah,7.03
jOddY-Dah,8.54
jOddY-Dah,2.87
jOddY-Dah,8.24
jOddY-Dah,5.62
jOddY-Dah,5.80
jOddY-Dah,6.88
jOddY-Dah,7.67
jOddY-Dah,5.48
jOddY-Dah,5.69
jOddY-Dah,7.99
jOddY-Dah,4.93
jOddY-Dah,5.90
jOddY-Dah,4.14
jOddY-Dah,6.13
jOddY-Dah,4.06
jOddY-Dah,11.31
jOddY-Dah,7.25
jOddY-Dah,1.11
jOddY-Dah,7.43
jOddY-Dah,4.20
jOddY-Dah,5.43
jOddY-Dah,4.10
jOddY-Dah,4.84
jOddY-Dah,10.74
jOddY-Dah,11.33
jOddY-Dah,10.91
jOddY-Dah,7.08
jOddY-Dah,6.67
jOddY-Dah,8.96
jOddY-Dah,3.34
jOddY-Dah,4.21
jOddY-Dah,4.55
jOddY-Dah,3.23
jOddY-Dah,4.72
jOddY-Dah,5.91
jOddY-Dah,6.02
jOddY-Dah,5.46
jOddY-Dah,3.18
jOddY-Dah,4.52
jOddY-Dah,6.31
jOddY-Dah,5.46
jOddY-Dah,4.53
jOddY-Dah,8.14
jOddY-Dah,6.54
jOddY-Dah,9.82
jOddY-Dah,4.14
jOddY-Dah,7.98
jOddY-Dah,6.45
jOddY-Dah,5.04
jOddY-Dah,4.25
jOddY-Dah,6.28
jOddY-Dah,7.23
jOddY-Dah,6.37
jOddY-Dah,10.38
jOddY-Dah,3.56
jOddY-Dah,4.40
jOddY-Dah,8.81
jOddY-Dah,5.35
jOddY-Dah,0.46
jOddY-Dah,9.34
jOddY-Dah,10.99
jOddY-Dah,10.29
jOddY-Dah,8.63
jOddY-Dah,8.20
jOddY-Dah,8.11
jOddY-Dah,5.41
jOddY-Dah,8.19
jOddY-Dah,5.18
jOddY-Dah,8.48
jOddY-Dah,6.83
jOddY-Dah,8.60
jOddY-Dah,9.35
jOddY-Dah,5.80
jOddY-Dah,5.52
jOddY-Dah,3.40
jOddY-Dah,3.11
jOddY-Dah,5.93
jOddY-Dah,6.20
jOddY-Dah,11.90
jOddY-Dah,4.75
jOddY-Dah,10.22
jOddY-Dah,2.44
jOddY-Dah,0.34
jOddY-Dah,3.62
jOddY-Dah,7.87
jOddY-Dah,9.34
jOddY-Dah,7.08
jOddY-Dah,3.50
jOddY-Dah,3.70
jOddY-Dah,10.06
jOddY-Dah,3.62
jOddY-Dah,6.87
jOddY-Dah,7.49
jOddY-Dah,8.36
jOddY-Dah,4.00
jOddY-Dah,7.62
jOddY-Dah,5.10
jOddY-Dah,7.24
jOddY-Dah,8.44
jOddY-Dah,4.29
jOddY-Dah,8.81
jOddY-Dah,6.61
jOddY-Dah,6.74
jOddY-Dah,4.61
jOddY-Dah,10.04
jOddY-Dah,4.34
jOddY-Dah,5.97
jOddY-Dah,4.03
jOddY-Dah,5.38
jOddY-Dah,3.35
jOddY-Dah,3.14
jOddY-Dah,4.70
jOddY-Dah,11.86
jOddY-Dah,7.34
jOddY-Dah,8.79
jOddY-Dah,9.94
jOddY-Dah,5.82
jOddY-Dah,4.16
jOddY-Dah,5.38
jOddY-Dah,8.69
jOddY-Dah,2.66
jOddY-Dah,5.25
jOddY-Dah,7.23
jOddY-Dah,7.02
jOddY-Dah,4.38
jOddY-Dah,5.72
jOddY-Dah,4.96
jOddY-Dah,9.75
jOddY-Dah,9.75
jOddY-Dah,8.54
jOddY-Dah,6.72
jOddY-Dah,2.53
jOddY-Dah,3.31
jOddY-Dah,8.20
jOddY-Dah,7.51
jOddY-Dah,3.84
jOddY-Dah,5.73
jOddY-Dah,6.59
jOddY-Dah,1.70
jOddY-Dah,7.42
jOddY-Dah,3.53
jOddY-Dah,3.18
jOddY-Dah,5.44
jOddY-Dah,6.56
jOddY-Dah,4.89
jOddY-Dah,12.03
jOddY-Dah,5.48
jOddY-Dah,6.31
jOddY-Dah,6.15
jOddY-Dah,5.55
jOddY-Dah,1.87
jOddY-Dah,4.00
jOddY-Dah,6.67
jOddY-Dah,6.91
jOddY-Dah,6.68
jOddY-Dah,2.61
jOddY-Dah,8.37
jOddY-Dah,14.98
jOddY-Dah,5.71
jOddY-Dah,10.33
jOddY-Dah,4.23
jOddY-Dah,5.01
jOddY-Dah,4.46
jOddY-Dah,4.09
jOddY-Dah,3.37
jOddY-Dah,6.79
jOddY-Dah,7.01
jOddY-Dah,7.11
jOddY-Dah,9.22
jOddY-Dah,6.05
jOddY-Dah,6.53
jOddY-Dah,4.75
jOddY-Dah,2.86
jOddY-Dah,9.14
jOddY-Dah,8.81
jOddY-Dah,7.26
jOddY-Dah,5.75
jOddY-Dah,3.02
jOddY-Dah,4.55
jOddY-Dah,4.96
jOddY-Dah,3.14
jOddY-Dah,7.41
jOddY-Dah,5.69
jOddY-Dah,4.14
jOddY-Dah,3.15
jOddY-Dah,8.02
jOddY-Dah,6.43
jOddY-Dah,5.57
jOddY-Dah,5.06
jOddY-Dah,2.46
jOddY-Dah,5.95
jOddY-Dah,4.12
jOddY-Dah,11.15
jOddY-Dah,2.65
jOddY-Dah,5.44
jOddY-Dah,9.76
jOddY-Dah,2.46
jOddY-Dah,5.68
jOddY-Dah,8.95
jOddY-Dah,11.75
jOddY-Dah,5.36
jOddY-Dah,5.06
jOddY-Dah,3.15
jOddY-Dah,6.54
jOddY-Dah,12.13
jOddY-Dah,9.92
jOddY-Dah,8.63
jOddY-Dah,5.79
jOddY-Dah,12.65
jOddY-Dah,6.30
jOddY-Dah,3.59
jOddY-Dah,4.34
jOddY-Dah,6.75
jOddY-Dah,1.84
jOddY-Dah,7.04
jOddY-Dah,10.24
jOddY-Dah,4.23
jOddY-Dah,3.30
jOddY-Dah,1.41
jOddY-Dah,7.36
jOddY-Dah,12.50
jOddY-Dah,3.24
jOddY-Dah,3.25
jOddY-Dah,3.77
jOddY-Dah,5.79
jOddY-Dah,7.12
jOddY-Dah,4.81
jOddY-Dah,6.01
jOddY-Dah,7.05
jOddY-Dah,8.53
jOddY-Dah,6.63
jOddY-Dah,5.69
jOddY-Dah,3.75
jOddY-Dah,8.65
jOddY-Dah,1.24
jOddY-Dah,8.13
jOddY-Dah,2.91
jOddY-Dah,8.60
jOddY-Dah,6.83
jOddY-Dah,8.60
jOddY-Dah,4.12
jOddY-Dah,7.35
jOddY-Dah,5.12
jOddY-Dah,5.20
jOddY-Dah,2.67
jOddY-Dah,7.33
jOddY-Dah,3.14
jOddY-Dah,3.86
jOddY-Dah,8.52
jOddY-Dah,11.14
jOddY-Dah,6.14
jOddY-Dah,7.53
jOddY-Dah,3.61
jOddY-Dah,8.85
jOddY-Dah,3.22
jOddY-Dah,9.23
jOddY-Dah,5.34
jOddY-Dah,4.21
jOddY-Dah,5.65
jOddY-Dah,4.44
jOddY-Dah,11.93
jOddY-Dah,9.62
jOddY-Dah,0.85
jOddY-Dah,8.32
jOddY-Dah,6.76
jOddY-Dah,8.25
jOddY-Dah,2.61
jOddY-Dah,6.48
jOddY-Dah,4.17
jOddY-Dah,6.23
jOddY-Dah,7.29
jOddY-Dah,0.60
jOddY-Dah,10.35
jOddY-Dah,6.18
jOddY-Dah,3.84
jOddY-Dah,2.29
jOddY-Dah,8.85
jOddY-Dah,7.40
jOddY-Dah,10.54
jOddY-Dah,6.01
jOddY-Dah,10.06
jOddY-Dah,12.52
jOddY-Dah,6.89
jOddY-Dah,7.33
jOddY-Dah,4.69
jOddY-Dah,4.96
jOddY-Dah,4.73
jOddY-Dah,1.74
jOddY-Dah,2.75
jOddY-Dah,3.26
jOddY-Dah,2.21
jOddY-Dah,5.12
jOddY-Dah,7.64
jOddY-Dah,5.31
jOddY-Dah,10.77
jOddY-Dah,6.74
jOddY-Dah,13.76
jOddY-Dah,5.70
jOddY-Dah,4.48
jOddY-Dah,5.27
jOddY-Dah,7.14
jOddY-Dah,7.33
jOddY-Dah,2.13
jOddY-Dah,5.12
jOddY-Dah,7.19
jOddY-Dah,5.08
jOddY-Dah,10.60
jOddY-Dah,4.27
jOddY-Dah,5.06
jOddY-Dah,9.93
jOddY-Dah,8.11
jOddY-Dah,8.93
jOddY-Dah,6.75
jOddY-Dah,5.35
jOddY-Dah,8.52
jOddY-Dah,2.33
jOddY-Dah,-2.68
jOddY-Dah,7.45
jOddY-Dah,3.33
jOddY-Dah,3.70
jOddY-Dah,4.24
jOddY-Dah,5.68
jOddY-Dah,12.19
jOddY-Dah,2.66
jOddY-Dah,9.54
jOddY-Dah,6.15
jOddY-Dah,5.18
jOddY-Dah,6.40
jOddY-Dah,12.29
jOddY-Dah,5.89
jOddY-Dah,4.80
jOddY-Dah,8.36
jOddY-Dah,4.72
jOddY-Dah,4.69
jOddY-Dah,8.10
jOddY-Dah,1.73
jOddY-Dah,5.47
jOddY-Dah,4.60
jOddY-Dah,0.32
jOddY-Dah,4.08
jOddY-Dah,4.22
jOddY-Dah,4.82
jOddY-Dah,5.10
jOddY-Dah,2.21
jOddY-Dah,10.16
jOddY-Dah,3.05
jOddY-Dah,5.33
jOddY-Dah,3.48
jOddY-Dah,8.21
jOddY-Dah,8.00
jOddY-Dah,5.72
jOddY-Dah,3.14
jOddY-Dah,6.26
jOddY-Dah,5.43
jOddY-Dah,7.16
jOddY-Dah,9.48
jOddY-Dah,2.24
jOddY-Dah,7.35
jOddY-Dah,10.05
jOddY-Dah,-2.11
jOddY-Dah,3.59
jOddY-Dah,7.54
jOddY-Dah,2.76
jOddY-Dah,11.53
jOddY-Dah,5.83
jOddY-Dah,6.43
jOddY-Dah,14.55
jOddY-Dah,6.29
jOddY-Dah,8.10
jOddY-Dah,3.27
jOddY-Dah,4.91
jOddY-Dah,5.45
jOddY-Dah,2.28
jOddY-Dah,5.20
jOddY-Dah,4.33
jOddY-Dah,6.72
jOddY-Dah,5.15
jOddY-Dah,6.27
jOddY-Dah,4.53
jOddY-Dah,8.30
jOddY-Dah,4.88
jOddY-Dah,3.72
jOddY-Dah,9.15
jOddY-Dah,4.35
jOddY-Dah,9.41
jOddY-Dah,8.61
jOddY-Dah,6.43
jOddY-Dah,5.98
jOddY-Dah,7.93
jOddY-Dah,2.28
jOddY-Dah,2.54
jOddY-Dah,5.30
jOddY-Dah,12.35
jOddY-Dah,7.62
jOddY-Dah,5.99
jOddY-Dah,4.06
jOddY-Dah,9.15
jOddY-Dah,3.64
jOddY-Dah,2.64
jOddY-Dah,5.68
jOddY-Dah,5.47
jOddY-Dah,4.57
jOddY-Dah,6.13
jOddY-Dah,3.81
jOddY-Dah,8.22
jOddY-Dah,3.31
jOddY-Dah,4.34
jOddY-Dah,5.79
jOddY-Dah,5.92
jOddY-Dah,9.18
jOddY-Dah,3.44
jOddY-Dah,5.28
jOddY-Dah,10.43
jOddY-Dah,5.64
jOddY-Dah,4.33
jOddY-Dah,5.48
jOddY-Dah,5.45
jOddY-Dah,5.05
jOddY-Dah,3.99
jOddY-Dah,6.89
jOddY-Dah,2.16
jOddY-Dah,2.16
jOddY-Dah,4.78
jOddY-Dah,6.97
jOddY-Dah,7.24
jOddY-Dah,9.04
jOddY-Dah,9.09
jOddY-Dah,2.34
jOddY-Dah,8.21
jOddY-Dah,0.79
jOddY-Dah,5.82
jOddY-Dah,0.35
jOddY-Dah,5.83
jOddY-Dah,-1.01
jOddY-Dah,7.75
jOddY-Dah,14.25
jOddY-Dah,9.14
jOddY-Dah,9.20
jOddY-Dah,7.83
jOddY-Dah,11.10
jOddY-Dah,10.78
jOddY-Dah,5.21
jOddY-Dah,6.94
jOddY-Dah,2.37
jOddY-Dah,9.28
jOddY-Dah,2.95
jOddY-Dah,4.85
jOddY-Dah,6.01
jOddY-Dah,8.89
jOddY-Dah,11.30
jOddY-Dah,7.41
jOddY-Dah,8.61
jOddY-Dah,6.13
jOddY-Dah,4.46
jOddY-Dah,5.39
jOddY-Dah,3.55
jOddY-Dah,10.86
jOddY-Dah,3.47
jOddY-Dah,4.89
jOddY-Dah,9.46
jOddY-Dah,10.93
jOddY-Dah,8.33
jOddY-Dah,12.23
jOddY-Dah,7.57
jOddY-Dah,5.40
jOddY-Dah,5.61
jOddY-Dah,6.36
jOddY-Dah,3.02
jOddY-Dah,2.30
jOddY-Dah,8.19
jOddY-Dah,4.33
jOddY-Dah,10.64
jOddY-Dah,4.88
jOddY-Dah,6.73
jOddY-Dah,6.03
jOddY-Dah,2.99
jOddY-Dah,10.46
jOddY-Dah,10.68
jOddY-Dah,6.25
jOddY-Dah,11.78
jOddY-Dah,3.45
jOddY-Dah,4.01
jOddY-Dah,10.09
jOddY-Dah,6.15
jOddY-Dah,2.54
jOddY-Dah,7.32
jOddY-Dah,5.18
jOddY-Dah,4.01
jOddY-Dah,10.92
jOddY-Dah,4.21
jOddY-Dah,7.24
jOddY-Dah,8.13
jOddY-Dah,6.15
jOddY-Dah,3.49
jOddY-Dah,4.90
jOddY-Dah,4.13
jOddY-Dah,3.27
jOddY-Dah,3.89
jOddY-Dah,5.42
jOddY-Dah,7.45
jOddY-Dah,5.76
jOddY-Dah,8.31
jOddY-Dah,8.69
jOddY-Dah,6.87
jOddY-Dah,6.77
jOddY-Dah,5.85
jOddY-Dah,5.28
jOddY-Dah,6.94
jOddY-Dah,6.45
jOddY-Dah,6.88
jOddY-Dah,3.23
jOddY-Dah,6.00
jOddY-Dah,6.20
jOddY-Dah,6.12
jOddY-Dah,7.08
jOddY-Dah,9.89
jOddY-Dah,4.13
jOddY-Dah,7.86
jOddY-Dah,6.44
jOddY-Dah,3.63
jOddY-Dah,2.23
jOddY-Dah,3.76
jOddY-Dah,3.26
jOddY-Dah,9.82
jOddY-Dah,7.03
jOddY-Dah,2.08
jOddY-Dah,9.14
jOddY-Dah,8.56
jOddY-Dah,6.24
jOddY-Dah,8.46
jOddY-Dah,4.15
jOddY-Dah,7.31
jOddY-Dah,10.79
jOddY-Dah,5.09
jOddY-Dah,11.04
jOddY-Dah,13.32
jOddY-Dah,5.63
jOddY-Dah,8.17
jOddY-Dah,7.44
jOddY-Dah,-0.58
jOddY-Dah,9.67
jOddY-Dah,6.09
jOddY-Dah,5.89
jOddY-Dah,4.74
jOddY-Dah,7.17
jOddY-Dah,5.00
jOddY-Dah,9.10
jOddY-Dah,8.05
jOddY-Dah,4.98
jOddY-Dah,10.65
jOddY-Dah,9.37
jOddY-Dah,8.36
jOddY-Dah,5.13
jOddY-Dah,4.00
jOddY-Dah,4.76
jOddY-Dah,7.90
jOddY-Dah,4.74
